 x:   5.20300007     y:   0.00000000    
 x:   5.20117712     y:  0.134366408    
 x:   5.19571018     y:  0.268638670    
 x:   5.18660259     y:  0.402722687    
 x:   5.17386103     y:  0.536524594    
 x:   5.15749407     y:  0.669950485    
 x:   5.13751364     y:  0.802907050    
 x:   5.11393356     y:  0.935301006    
 x:   5.08677006     y:   1.06703961    
 x:   5.05604219     y:   1.19803071    
 x:   5.02177238     y:   1.32818210    
 x:   4.98398352     y:   1.45740306    
 x:   4.94270277     y:   1.58560288    
 x:   4.89795876     y:   1.71269166    
 x:   4.84978294     y:   1.83858049    
 x:   4.79820871     y:   1.96318090    
 x:   4.74327278     y:   2.08640599    
 x:   4.68501329     y:   2.20816922    
 x:   4.62347126     y:   2.32838488    
 x:   4.55868959     y:   2.44696951    
 x:   4.49071407     y:   2.56383920    
 x:   4.41959190     y:   2.67891264    
 x:   4.34537315     y:   2.79210925    
 x:   4.26810980     y:   2.90334916    
 x:   4.18785524     y:   3.01255536    
 x:   4.10466719     y:   3.11965013    
 x:   4.01860285     y:   3.22455931    
 x:   3.92972302     y:   3.32720923    
 x:   3.83808923     y:   3.42752743    
 x:   3.74376678     y:   3.52544451    
 x:   3.64682102     y:   3.62089157    
 x:   3.54731989     y:   3.71380138    
 x:   3.44533348     y:   3.80410886    
 x:   3.34093285     y:   3.89175129    
 x:   3.23419142     y:   3.97666669    
 x:   3.12518382     y:   4.05879545    
 x:   3.01398659     y:   4.13808107    
 x:   2.90067744     y:   4.21446657    
 x:   2.78533602     y:   4.28789997    
 x:   2.66804290     y:   4.35832834    
 x:   2.54888034     y:   4.42570305    
 x:   2.42793202     y:   4.48997641    
 x:   2.30528235     y:   4.55110455    
 x:   2.18101764     y:   4.60904312    
 x:   2.05522466     y:   4.66375303    
 x:   1.92799175     y:   4.71519518    
 x:   1.79940796     y:   4.76333284    
 x:   1.66956317     y:   4.80813360    
 x:   1.53854871     y:   4.84956503    
 x:   1.40645623     y:   4.88759851    
 x:   1.27337837     y:   4.92220783    
 x:   1.13940811     y:   4.95336819    
 x:   1.00463963     y:   4.98105764    
 x:  0.869167209     y:   5.00525713    
 x:  0.733085871     y:   5.02594995    
 x:  0.596490800     y:   5.04312086    
 x:  0.459477812     y:   5.05675840    
 x:  0.322142839     y:   5.06685257    
 x:  0.184582204     y:   5.07339668    
 x:   4.68922108E-02 y:   5.07638645    
 x:  -9.08306316E-02 y:   5.07581854    
 x: -0.228489831     y:   5.07169485    
 x: -0.365988940     y:   5.06401730    
 x: -0.503231645     y:   5.05279160    
 x: -0.640121698     y:   5.03802586    
 x: -0.776563287     y:   5.01972961    
 x: -0.912460685     y:   4.99791670    
 x:  -1.04771888     y:   4.97260141    
 x:  -1.18224275     y:   4.94380236    
 x:  -1.31593847     y:   4.91153908    
 x:  -1.44871199     y:   4.87583447    
 x:  -1.58047068     y:   4.83671379    
 x:  -1.71112180     y:   4.79420424    
 x:  -1.84057415     y:   4.74833536    
 x:  -1.96873665     y:   4.69913912    
 x:  -2.09551978     y:   4.64665127    
 x:  -2.22083521     y:   4.59090662    
 x:  -2.34459424     y:   4.53194571    
 x:  -2.46671009     y:   4.46980953    
 x:  -2.58709788     y:   4.40454149    
 x:  -2.70567274     y:   4.33618689    
 x:  -2.82235217     y:   4.26479435    
 x:  -2.93705392     y:   4.19041348    
 x:  -3.04969788     y:   4.11309671    
 x:  -3.16020465     y:   4.03289795    
 x:  -3.26849723     y:   3.94987392    
 x:  -3.37450004     y:   3.86408186    
 x:  -3.47813821     y:   3.77558231    
 x:  -3.57933950     y:   3.68443751    
 x:  -3.67803264     y:   3.59071112    
 x:  -3.77414870     y:   3.49446893    
 x:  -3.86762047     y:   3.39577818    
 x:  -3.95838237     y:   3.29470825    
 x:  -4.04637051     y:   3.19132972    
 x:  -4.13152409     y:   3.08571482    
 x:  -4.21378231     y:   2.97793818    
 x:  -4.29308796     y:   2.86807489    
 x:  -4.36938620     y:   2.75620222    
 x:  -4.44262218     y:   2.64239812    
 x:  -4.51274586     y:   2.52674270    
 x:  -4.57970762     y:   2.40931702    
 x:  -4.64346027     y:   2.29020309    
 x:  -4.70395947     y:   2.16948438    
 x:  -4.76116276     y:   2.04724574    
 x:  -4.81503057     y:   1.92357254    
 x:  -4.86552382     y:   1.79855168    
 x:  -4.91260815     y:   1.67227054    
 x:  -4.95625067     y:   1.54481769    
 x:  -4.99642086     y:   1.41628242    
 x:  -5.03308916     y:   1.28675485    
 x:  -5.06623173     y:   1.15632570    
 x:  -5.09582424     y:   1.02508640    
 x:  -5.12184668     y:  0.893128753    
 x:  -5.14427996     y:  0.760545373    
 x:  -5.16310883     y:  0.627429008    
 x:  -5.17832041     y:  0.493873119    
 x:  -5.18990326     y:  0.359971195    
 x:  -5.19785023     y:  0.225817010    
 x:  -5.20215464     y:   9.15046185E-02
 x:  -5.20281458     y:  -4.28718813E-02
 x:  -5.19982862     y: -0.177218348    
 x:  -5.19319963     y: -0.311440647    
 x:  -5.18293190     y: -0.445444703    
 x:  -5.16903257     y: -0.579136729    
 x:  -5.15151167     y: -0.712422907    
 x:  -5.13038111     y: -0.845209897    
 x:  -5.10565567     y: -0.977404714    
 x:  -5.07735348     y:  -1.10891461    
 x:  -5.04549313     y:  -1.23964763    
 x:  -5.01009750     y:  -1.36951208    
 x:  -4.97119236     y:  -1.49841678    
 x:  -4.92880297     y:  -1.62627184    
 x:  -4.88296080     y:  -1.75298727    
 x:  -4.83369684     y:  -1.87847447    
 x:  -4.78104639     y:  -2.00264549    
 x:  -4.72504616     y:  -2.12541342    
 x:  -4.66573477     y:  -2.24669194    
 x:  -4.60315466     y:  -2.36639643    
 x:  -4.53734922     y:  -2.48444271    
 x:  -4.46836424     y:  -2.60074830    
 x:  -4.39624882     y:  -2.71523190    
 x:  -4.32105303     y:  -2.82781267    
 x:  -4.24282980     y:  -2.93841195    
 x:  -4.16163301     y:  -3.04695296    
 x:  -4.07752085     y:  -3.15335846    
 x:  -3.99055171     y:  -3.25755477    
 x:  -3.90078664     y:  -3.35946870    
 x:  -3.80828810     y:  -3.45902872    
 x:  -3.71312118     y:  -3.55616522    
 x:  -3.61535287     y:  -3.65080976    
 x:  -3.51505136     y:  -3.74289656    
 x:  -3.41228700     y:  -3.83236027    
 x:  -3.30713058     y:  -3.91914010    
 x:  -3.19965720     y:  -4.00317383    
 x:  -3.08994150     y:  -4.08440256    
 x:  -2.97806096     y:  -4.16276932    
 x:  -2.86409378     y:  -4.23821926    
 x:  -2.74812007     y:  -4.31069994    
 x:  -2.63022017     y:  -4.38015985    
 x:  -2.51047778     y:  -4.44655037    
 x:  -2.38897610     y:  -4.50982618    
 x:  -2.26580071     y:  -4.56994152    
 x:  -2.14103770     y:  -4.62685442    
 x:  -2.01477432     y:  -4.68052578    
 x:  -1.88709939     y:  -4.73091793    
 x:  -1.75810218     y:  -4.77799463    
 x:  -1.62787318     y:  -4.82172346    
 x:  -1.49650335     y:  -4.86207438    
 x:  -1.36408520     y:  -4.89901829    
 x:  -1.23071110     y:  -4.93252897    
 x:  -1.09647465     y:  -4.96258450    
 x: -0.961470008     y:  -4.98916245    
 x: -0.825791657     y:  -5.01224422    
 x: -0.689534724     y:  -5.03181410    
 x: -0.552794516     y:  -5.04785872    
 x: -0.415667117     y:  -5.06036615    
 x: -0.278248399     y:  -5.06932783    
 x: -0.140634745     y:  -5.07473755    
 x:  -2.92253681E-03 y:  -5.07659149    
 x:  0.134791717     y:  -5.07488871    
 x:  0.272411525     y:  -5.06962967    
 x:  0.409840465     y:  -5.06081867    
 x:  0.546982229     y:  -5.04846144    
 x:  0.683740735     y:  -5.03256702    
 x:  0.820020080     y:  -5.01314640    
 x:  0.955724955     y:  -4.99021292    
 x:   1.09076011     y:  -4.96378279    
 x:   1.22503114     y:  -4.93387508    
 x:   1.35844362     y:  -4.90051031    
 x:   1.49090445     y:  -4.86371136    
 x:   1.62232041     y:  -4.82350492    
 x:   1.75259984     y:  -4.77991867    
 x:   1.88165116     y:  -4.73298311    
 x:   2.00938416     y:  -4.68273163    
 x:   2.13570905     y:  -4.62919855    
 x:   2.26053739     y:  -4.57242203    
 x:   2.38378215     y:  -4.51244164    
 x:   2.50535655     y:  -4.44929981    
 x:   2.62517548     y:  -4.38303995    
 x:   2.74315500     y:  -4.31370926    
 x:   2.85921216     y:  -4.24135590    
 x:   2.97326612     y:  -4.16603088    
 x:   3.08523703     y:  -4.08778667    
 x:   3.19504595     y:  -4.00667858    
 x:   3.30261612     y:  -3.92276263    
 x:   3.40787220     y:  -3.83609819    
 x:   3.51074052     y:  -3.74674606    
 x:   3.61114907     y:  -3.65476847    
 x:   3.70902729     y:  -3.56023026    
 x:   3.80430651     y:  -3.46319723    
 x:   3.89692020     y:  -3.36373758    
 x:   3.98680353     y:  -3.26192141    
 x:   4.07389307     y:  -3.15781927    
 x:   4.15812826     y:  -3.05150485    
 x:   4.23944998     y:  -2.94305182    
 x:   4.31780100     y:  -2.83253717    
 x:   4.39312744     y:  -2.72003746    
 x:   4.46537495     y:  -2.60563207    
 x:   4.53449392     y:  -2.48940086    
 x:   4.60043526     y:  -2.37142539    
 x:   4.66315365     y:  -2.25178838    
 x:   4.72260427     y:  -2.13057375    
 x:   4.77874613     y:  -2.00786591    
 x:   4.83153963     y:  -1.88375127    
 x:   4.88094759     y:  -1.75831687    
 x:   4.92693520     y:  -1.63165033    
 x:   4.96947145     y:  -1.50384057    
 x:   5.00852537     y:  -1.37497723    
 x:   5.04406977     y:  -1.24515033    
 x:   5.07607985     y:  -1.11445093    
 x:   5.10453320     y: -0.982970715    
 x:   5.12941027     y: -0.850801826    
 x:   5.15069294     y: -0.718036711    
 x:   5.16836691     y: -0.584768474    
 x:   5.18241930     y: -0.451090574    
 x:   5.19284010     y: -0.317096531    
 x:   5.19962263     y: -0.182880327    
 x:   5.20276213     y:  -4.85359877E-02
 x:   5.20225620     y:   8.58423561E-02
 x:   5.19810486     y:  0.220160574    
 x:   5.19031143     y:  0.354324490    
